id_producto,nombre,descripcion,fecha_creacion,fecha_actualizacion,precio,cantidad_disponible
1,Kids' Gardening Kit,Complete set designed for children to learn gardening.,2025-07-18,2025-09-07,24.99,86
1,Ultra-Thin Laptop Sleeve,Sleek and protective sleeve for laptops and tablets.,2025-07-08,2025-09-08,19.99,4
1,Inflatable Paddle Board,Lightweight and portable paddle board for water sports.,2024-11-09,2025-07-05,349.99,15
1,Honey Mustard Pretzel Bites,"Delicious pretzel bites with a sweet honey mustard flavor, perfect for dipping.",2025-09-10,2025-10-04,3.99,95
1,Portable Projector,Compact projector for movies and presentations on the go.,2025-03-06,2025-08-18,199.99,45
1,Rustic Wooden Picture Frame,Charming frame to showcase your favorite photos.,2025-08-22,2025-08-11,19.99,19
1,Self-Cleaning Cat Litter Box,Automated litter box that cleans itself after each use.,2025-03-30,2025-10-09,199.99,100
1,Stainless Steel Cutlery Set,High-quality cutlery set for daily use or special occasions.,2025-07-20,2025-08-16,29.99,50
1,Almond Flour Brownies,Deliciously rich brownies made with almond flour.,2025-04-23,2025-08-14,5.99,89
1,Stainless Steel Mixing Bowls,Set of versatile mixing bowls for cooking.,2024-12-23,2025-07-01,29.99,39
1,A-Line Skirt,"Classic A-line skirt that flatters every figure, perfect for work or play.",2025-06-08,2025-07-21,35.99,99
1,Spicy BBQ Sauce,A tangy and spicy BBQ sauce that's perfect for grilling.,2025-03-27,2025-07-18,3.99,56
1,Slingback Sandals,Chic slingback sandals for a relaxed summer vibe.,2025-10-26,2025-08-29,29.99,60
1,Face Mask Set,Set of five reusable fabric face masks.,2025-05-23,2025-10-20,19.99,11
1,Veggie Lovers Pizza,Frozen pizza loaded with fresh vegetables and mozzarella cheese.,2025-07-02,2025-07-25,8.99,27
1,Children's Backpack,Stylish and functional backpack for school or trips.,2025-02-26,2025-10-27,29.99,19
1,Adjustable Laptop Stand,Ergonomic stand for laptops to improve posture while working.,2025-03-14,2025-07-24,29.99,97
1,Chilli Lime Corn on the Cob,Corn on the cob seasoned with chili and lime for a spicy kick.,2024-11-26,2025-08-28,1.99,87
1,Maple Cinnamon Granola Bars,,2024-12-23,2025-09-26,3.49,96
1,Kids' Outdoor Explorer Kit,Fun kit for aspiring explorers with binoculars and a compass.,2025-04-11,2025-07-08,24.99,25
1,Pumpkin Spice Granola,Crunchy granola with pumpkin spice flavor.,2025-11-03,2025-08-22,4.99,10
1,Faux Leather Leggings,Stylish faux leather leggings for a trendy outfit.,2025-09-05,2025-07-11,49.99,73
1,Wall Calendar,Beautiful wall calendar for organizing your schedule.,2025-03-23,2025-10-12,17.99,92
1,Smart Wi-Fi Camera,Indoor Wi-Fi camera for home security.,2024-12-19,2025-09-01,89.99,76
1,Ripped Boyfriend Jeans,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe.",2025-05-10,2025-10-01,54.99,24
1,Garden Vegetable Chips,"Crispy chips made from assorted garden vegetables, lightly salted.",2025-06-19,2025-09-04,3.49,71
1,Electric Hot Pot,Compact electric pot for hot pot dining at home.,2025-05-24,2025-07-27,49.99,10
1,Artisan Flatbreads,,2024-11-20,2025-09-28,2.99,15
1,Lentil Pasta,"Gluten-free pasta made from lentils, high in protein.",2025-10-13,2025-07-10,4.99,69
1,Blender Bottle,Portable mixer bottle for smoothies and protein shakes.,2025-04-02,2025-07-22,12.99,79
1,Workstation Laptop Stand,,2025-07-02,2025-09-14,49.99,45
1,Coconut Chips,"Crunchy, toasted coconut chips for snacking.",2025-04-27,2025-10-29,3.59,69
1,Vanilla Protein Powder,A high-quality protein powder perfect for smoothies and baking.,2025-03-12,2025-08-21,24.99,84
1,Cordless Electric Screwdriver,Rechargeable screwdriver with multiple bits for DIY projects.,2025-07-03,2025-08-07,39.99,97
1,Rechargeable Electric Screwdriver,Convenient electric screwdriver for DIY projects at home.,2025-04-24,2025-08-09,39.99,95
1,Organic Spinach,,2025-01-29,2025-08-03,2.99,3
1,Portable Air Conditioner,Compact air conditioner for personal cooling.,2025-11-05,2025-09-17,299.99,50
1,Sea Salt Caramel Brownie,Moist brownie topped with sea salt and caramel drizzle.,2025-04-20,2025-09-19,2.49,5
1,Fitness Tracker Band,Affordable fitness tracker with heart rate monitor.,2025-02-12,2025-10-05,29.99,36
1,Green Smoothie Mix,A convenient powder mix combining greens and fruits for smoothies.,2025-06-29,2025-10-11,5.99,35
1,LED Desk Lamp with USB Charging Port,Modern lamp featuring a USB port for convenient charging.,2025-11-01,2025-08-07,29.99,58
1,Adjustable Pedicure Footrest,,2025-06-14,,39.99,24
1,Guitar Tuner,Clip-on guitar tuner with LCD display.,2025-04-24,2025-07-01,19.99,20
1,Video Camera,1080p HD video camera with night vision.,2025-10-16,2025-10-25,199,55
1,Memory Foam Mattress Pad,Extra layer of comfort for your mattress.,2025-02-09,2025-09-17,69.99,48
1,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,2025-07-31,2025-10-01,129.99,66
1,Teriyaki Salmon Fillets,"Frozen salmon fillets marinated in teriyaki sauce, ready to grill or bake.",2025-09-07,2025-10-11,9.99,24
1,Kids' Learning Tablet,Educational tablet designed for preschool-age children.,2025-05-01,2025-10-06,129.99,39
1,Ice Cream Scoop,Durable scoop for perfectly shaped ice cream servings.,2025-06-02,2025-10-28,12.99,78
1,Chickpea Flour,"Gluten-free flour made from ground chickpeas, great for cooking.",2025-06-17,,3.29,84
1,Window Bird Feeder with Suction Cups,Clear feeder that attaches to windows for bird watching.,2025-07-23,2025-07-27,28.99,23
1,Classic Vanilla Fudge,"Creamy vanilla fudge, a sweet treat for all occasions.",2024-12-03,2025-09-26,4.49,50
1,Pesto Genovese,Traditional basil pesto made with extra virgin olive oil.,2025-02-10,2025-08-14,6.49,29
1,Olive Oil,"Extra virgin olive oil, ideal for cooking and salads.",2024-12-24,2025-10-15,7.99,71
1,Scented Candle Set,Set of soothing scented candles for relaxation and ambiance.,2024-12-27,2025-11-04,24.99,85
1,Multi-Port USB Hub,USB hub for expanding ports on computers and laptops.,2025-02-21,2025-08-06,19.99,52
1,Bodyweight Resistance Bands,Set of resistance bands for strength training at home.,2025-01-11,2025-08-18,22.99,50
1,Collapsible Pet Dog Bowl,Travel-friendly dog bowl that is collapsible for easy storage.,2025-06-04,2025-07-16,9.99,76
1,Spinach and Ricotta Ravioli,Delicious ravioli filled with creamy ricotta and fresh spinach.,2025-07-06,2025-09-04,6.49,19
1,Portable Dog Water Bottle,Convenient water bottle for pets on the go.,2025-04-13,2025-08-09,18.99,36
1,Almond Joy Protein Bars,Chocolate coconut protein bars inspired by the classic candy bar.,2024-11-15,2025-07-02,1.99,41
1,Insulated Wine Tote,Stylish tote to keep wine bottles chilled while traveling.,2024-11-06,2025-07-25,24.99,29
1,Maple Cinnamon Granola,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks.",2024-12-03,2025-07-12,4.29,68
1,Pumpkin Pie Spice,A blend of spices that brings the taste of fall to your baked goods.,2025-06-15,2025-08-22,2.99,13
1,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",2025-02-04,2025-08-06,4.99,67
1,Pet Water Bottle,,2025-04-28,2025-08-05,18.99,23
1,Adjustable Standing Desk,Ergonomic desk that adjusts height for standing or sitting.,2025-05-15,2025-08-08,299.99,24
1,Freestanding Wine Rack,Stylish wine rack to store and display bottles.,2025-03-18,2025-10-12,79.99,84
1,Mini Pretzels,"Crispy mini pretzels, a great snack any time of day.",2025-10-07,2025-10-21,2.99,67
1,Honey Lemon Tea,"Refreshing tea with honey and lemon flavor, perfect for a warm drink.",2025-07-08,2025-09-06,3.29,92
1,Pizza Stone,Ceramic pizza stone for homemade pizzas.,2025-09-06,2025-08-31,29.99,100
1,Breathable Face Mask Set,Comfortable and reusable face masks in different styles.,2024-12-16,2025-08-12,14.99,50
1,Summer Tank Dress,"A lightweight tank dress, ideal for warm weather outings.",2025-03-11,2025-09-26,39.99,58
1,Spice Rack,,2025-05-10,2025-07-16,39.99,82
1,Personal Blender,,2025-07-02,2025-10-31,39.99,58
1,Black Bean Spaghetti,"High-protein pasta made from black beans, gluten-free.",2025-01-08,,3.99,2
1,Smartphone Car Mount with Wireless Charging,Secure phone mount that wirelessly charges your device while driving.,2025-05-14,2025-09-24,39.99,90
1,Sunflower Seeds,Salted sunflower seeds perfect for snacking.,2025-01-28,2025-07-01,2.99,6
1,Creamy Spinach Dip,"Deliciously creamy spinach dip, perfect for parties.",2025-07-07,2025-09-10,5.99,78
1,Chic Ankle Strap Heels,Stylish ankle strap heels for a classy look at any event.,2024-12-09,2025-10-02,69.99,4
1,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,2025-01-18,2025-08-06,3.99,77
1,Multi-Port USB Hub,USB hub for expanding ports on computers and laptops.,2025-06-14,2025-07-06,19.99,26
1,Gardening Tools Set,Complete set of gardening tools for outdoor tasks.,2025-09-05,2025-08-08,45,78
1,Tandoori Chicken Skewers,Marinated chicken skewers infused with traditional tandoori spices.,2025-05-18,2025-08-16,7.99,69
1,Jasmine Rice,"Fragrant jasmine rice, perfect as a side dish.",2025-02-11,2025-09-10,2.39,49
1,Lentil Pasta,"Gluten-free pasta made from lentils, high in protein.",2025-02-11,,4.99,26
1,Dog Training Collar,Rechargeable training collar for effective behavior training.,2025-09-10,2025-08-18,39.99,60
1,Camera Tripod,Sturdy camera tripod for professional photography.,2025-01-09,2025-09-28,49.99,89
1,Sporty Leggings,Functional leggings designed for maximum comfort during workouts.,2025-10-10,2025-09-24,39.99,29
1,Fresh Cilantro,"Bright and fragrant cilantro, great for garnishes.",2025-04-13,2025-08-20,1.49,24
1,Eco-Friendly Notepad,Notepad made from recycled paper for sustainable note-taking.,2025-03-06,2025-07-18,8.99,81
1,Chocolate Almond Milk,Rich and creamy almond milk with a hint of chocolate.,2025-08-13,2025-09-12,2.79,29
1,Personalized Pet ID Tags,Custom engraved ID tags for pets with your contact information.,2025-10-14,2025-08-06,9.99,57
1,Organic Coconut Flour,Finely ground flour from dried coconut meat.,2025-04-11,2025-10-11,5.49,94
1,Foam Muscle Roller,Relieve muscle tension and soreness with this foam roller.,2024-12-30,2025-07-13,24.99,65
1,Buffalo Wing Sauce,Spicy sauce perfect for chicken wings and dipping.,2025-10-10,2025-07-10,3.99,20
1,Fruit Infuser Water Bottle,Water bottle designed to infuse flavors from fruits.,2025-03-08,2025-08-15,15.99,62
1,Fruit and Nut Energy Bites,Natural energy bites packed with fruits and nuts for a perfect snack.,2024-12-12,2025-08-02,2.99,83
1,Electric Rice Cooker with Steamer,Cook rice and steam vegetables simultaneously for healthy meals.,2024-11-24,2025-10-16,49.99,76
1,Stainless Steel Water Pitcher,Insulated pitcher to keep beverages cold or hot.,2025-06-30,2025-07-18,39.99,79
1,Buttermilk Pancakes,Fluffy pancakes with buttermilk flavor.,2025-09-19,2025-07-19,3.99,56
1,Silicone Ice Cube Tray,Flexible tray for easy-release ice cubes.,2025-03-18,2025-11-01,10.99,18
1,Honey Nut Cheerios,Classic cereal made with whole grains and honey.,2025-08-21,2025-07-30,4.29,9
1,Electric Toothbrush Holder,Sanitary holder that ensures your toothbrush stays clean.,2025-02-01,2025-07-08,14.99,27
1,Kettle Chip Variety Pack,A crunchy collection of flavored kettle chips in a convenient pack.,2024-11-27,2025-08-19,3.99,17
1,Foot Massager,Electric foot massager with heat settings.,2025-09-12,2025-09-05,79.99,20
1,Ground Cinnamon,Freshly ground cinnamon spice for baking or seasoning.,2025-01-15,2025-08-12,1.99,96
1,Sweet Potato & Kale Hash,"Savory hash made with sweet potatoes and kale, a perfect side dish.",2025-08-24,2025-10-18,5.49,6
1,Creamy Garlic Dressing,"Rich and creamy dressing with garlic flavor, perfect for salads.",2025-01-15,2025-09-20,3.99,97
1,Travel Pillow with Memory Foam,Ergonomically designed neck pillow for comfortable travel.,2024-11-22,2025-07-18,29.99,43
1,Graphic Tee,Soft cotton graphic tee available in various designs.,2025-03-05,2025-08-11,19.99,88
1,Thai Peanut Noodles,Noodles tossed in a spicy Thai peanut sauce.,2025-03-30,2025-11-03,4.99,9
1,Stylish Combat Boots,Bold combat boots that make a statement with any outfit.,2025-02-25,2025-10-26,99.99,93
1,Coconut Curry Sauce,A flavorful sauce made with coconut milk and spices.,2025-07-28,2025-08-25,3.89,42
1,Sesame Garlic Noodles,Delicious noodles tossed in a sesamegarlic sauce.,2025-02-07,2025-07-08,3.49,73
1,Desk Organizer Set,Stylish desk set to keep your workspace tidy and organized.,2025-01-22,2025-09-06,29.99,13
1,Whole Chicken,"A whole free-range chicken, ready for roasting.",2025-01-04,2025-10-22,12.99,51
1,Maxi Wrap Dress,A flowy maxi dress perfect for both casual and semi-formal occasions.,2025-06-13,2025-10-14,49.99,2
1,Sweet Potatoes,"Sweet and nutritious potatoes, great for roasting.",2025-02-05,2025-10-17,0.89,2
1,Portable Solar Path Lights,Eco-friendly solar lights for pathways and gardens.,2025-10-26,,39.99,91
1,Baked Potato Chips,"Light and crispy baked chips, a healthier snack option.",2025-02-27,2025-09-07,2.49,30
1,Poppy Seed Dressing,,2025-04-26,2025-10-31,3.49,3
1,Italian Breadsticks,,2025-03-08,2025-10-09,2.49,34
1,French Onion Dip,"Creamy dip made with real onions and spices, great for chips and veggies.",2025-01-10,2025-07-03,2.99,79
1,Lemon Herb Chicken,Marinated chicken grilled with lemon and herbs.,2025-09-03,2025-09-02,7.49,83
1,Pecan Nuts,,2025-06-11,2025-09-18,6.49,11
1,Lentils,"High in protein, perfect for soups and stews.",2024-11-19,2025-09-26,2.99,82
1,Digital Alarm Clock,Snooze function and LED display for easy reading.,2025-09-27,2025-10-28,19.99,29
1,Dog Training Whistle,High-frequency whistle for training your dog effectively.,2025-11-01,,8.99,51
1,Compact Pop-Up Tent,Easy setup tent perfect for camping and outdoor festivals.,2025-09-16,2025-09-03,69.99,44
1,Roasted Red Pepper Hummus,A creamy and flavorful hummus made with roasted red peppers.,2024-12-06,2025-08-10,3.49,70
1,Electric Wax Warmer,Wax warmer for creating a soothing atmosphere with fragrances.,2025-07-17,2025-07-06,22.99,53
1,Quinoa and Kale Salad Kit,"Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette.",2024-11-22,2025-08-17,5.29,12
1,Organic Ramen Noodles,,2025-10-18,2025-08-08,2.89,9
1,Asian Salad Mix,Fresh greens and veggies for a quick Asian-inspired salad.,2025-03-16,2025-07-26,3.99,97
1,Insulated Wine Tote,Stylish tote to keep wine bottles chilled while traveling.,2025-01-11,2025-09-08,24.99,2
1,Mixed Berry Smoothie Pack,"Frozen berries blend perfect for smoothies, just add yogurt.",2025-07-31,,5.99,56
1,Mini Projector,Portable projector with 1080p resolution for movies.,2025-06-29,2025-10-30,169.99,29
1,Beef Jerky,"Savory, protein-rich beef jerky for on-the-go snacking.",2025-10-13,2025-09-12,5.99,46
1,Chocolate Mint Protein Shake,A nutritious shake with rich chocolate and refreshing mint flavors.,2025-09-01,2025-07-31,3.99,86
1,Cranberry Pecan Granola,Crunchy granola with cranberries and pecans.,2025-10-27,2025-09-28,3.99,73
1,Interchangeable Watch Bands,Set of stylish watch bands to customize your look.,2025-01-29,2025-07-19,24.99,99
1,Memory Foam Pillow,Ergonomic memory foam pillow for better sleep.,2025-01-09,2025-07-29,39.99,37
1,Thai Peanut Noodles,Noodles tossed in a spicy Thai peanut sauce.,2025-03-14,2025-09-26,4.99,4
1,Caramelized Onion Dip,"Creamy dip made with caramelized onions, perfect for chips or veggies.",2025-02-15,2025-10-17,3.99,8
1,Grilled Veggie Burgers,Delicious veggie burgers loaded with grilled vegetables.,2025-07-26,2025-07-17,6.29,24
1,Puffer Winter Coat,A warm and stylish puffer coat perfect for winter weather.,2024-12-26,2025-10-15,99.99,9
1,Air Purifier,HEPA air purifier for clean indoor air.,2025-05-07,2025-07-13,129.99,59
1,Red Lentils,Nutritious and quick-cooking red lentils.,2025-04-13,2025-09-15,1.99,2
1,Marinara Sauce,Classic marinara sauce for all pasta dishes.,2025-05-18,2025-08-31,3.49,91
1,Hair Dryer,Compact hair dryer with multiple heat settings.,2025-01-30,2025-09-17,39.99,72
1,Cacao Powder,,2025-08-16,2025-09-02,4.49,48
1,Home Brewing Starter Kit,All-in-one kit for brewing beer at home.,2025-10-29,2025-08-13,79.99,73
1,Pet Water Fountain with Filtration,,2024-12-26,2025-10-27,39.99,64
1,Stuffed Peppers with Quinoa,Bell peppers filled with quinoa and vegetables.,2025-10-25,2025-07-21,7.99,81
1,Foot Massager Machine,Electric foot massager for relaxation and relief.,2025-09-29,2025-10-05,59.99,25
1,Bamboo Bathtub Caddy,"Expandable caddy for holding books, phones, and snacks while in the bath.",2025-01-13,2025-08-17,34.99,14
1,Backpack,Durable and spacious backpack for travel and school.,2025-06-29,2025-07-19,49.99,36
1,Smart Scale,Wi-Fi smart scale for tracking weight and BMI.,2025-04-03,2025-10-04,59.99,48
1,Compact Folding Table,,2025-04-12,2025-07-29,49.99,27
1,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,2025-06-24,2025-07-24,69.99,47
1,Eco-Friendly Yoga Mat,Made from biodegradable materials for eco-conscious yogis.,2025-10-09,2025-10-17,39.99,93
1,Wall Decals for Kids,Fun and colorful wall decals for children's rooms.,2025-07-10,2025-10-20,24.99,76
1,Vegetable Lentil Soup,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal.",2025-08-30,2025-08-31,3.49,26
1,Green Smoothie Mix,A convenient powder mix combining greens and fruits for smoothies.,2024-11-28,2025-07-04,5.99,64
1,Eco-Friendly Cleaning Cloths,Reusable microfiber cloths for environmentally friendly cleaning.,2025-02-07,2025-08-30,12.99,35
1,Adjustable Pet Feeder,,2025-01-04,2025-09-15,39.99,52
1,Pumpkin Puree,"Canned pumpkin puree, perfect for pies and soups.",2025-10-03,2025-09-25,2.99,20
1,Gardening Kneeler and Seat,Foldable kneeler that doubles as a seat for gardening convenience.,2024-11-30,2025-08-02,39.99,14
1,Coconut Cream Pie,Delicious pie filled with coconut cream and topped with whipped cream.,2025-07-28,2025-07-18,9.49,3
1,Cranberry Almond Cookies,,2025-02-15,2025-10-11,4.29,1
1,Folding Table,Portable folding table for outdoor events.,2025-01-31,2025-09-27,59.99,90
1,Slim Wallet,RFID-blocking slim wallet for cards and cash.,2025-10-26,2025-09-26,24.99,28
1,Zucchini Noodle Pasta,"Low-carb zucchini noodles, perfect for a healthy alternative to pasta.",2025-02-06,2025-07-28,3.99,24
1,Manual Coffee Grinder,Compact coffee grinder for fresh ground coffee beans.,2025-07-16,2025-08-12,22.99,46
1,Foldable Yoga Mat,Compact yoga mat that folds for easy storage and transport.,2025-10-18,,29.99,42
1,LED Under Cabinet Lighting,Easy-to-install lights to brighten kitchen cabinets and workspaces.,2025-07-27,2025-10-17,29.99,91
1,Adjustable Bar Stools,Stylish bar stools with adjustable height and swivel features.,2025-10-04,2025-09-21,149.99,32
1,Eco-Friendly Notepad,Notepad made from recycled paper for sustainable note-taking.,2025-06-13,2025-07-07,8.99,37
1,Smart Light Switch,Control lights remotely with this smart switch.,2025-08-15,2025-08-27,29.99,39
1,Gardening Fairy Figurines,Cute fairy figurines to decorate your garden or potted plants.,2025-01-20,2025-08-24,14.99,96
1,Silicone Baking Molds,Set of flexible molds for baking cakes and pastries.,2025-04-21,2025-10-13,15.99,67
1,Vegetarian Sausage Links,Plant-based sausage links with spices and herbs.,2025-07-21,2025-09-24,5.89,98
1,Dark Chocolate Tart,Decadent tart made with rich dark chocolate.,2024-12-26,2025-07-27,6.29,96
1,Vanilla Bean Greek Yogurt,Smooth Greek yogurt infused with vanilla bean flavor.,2025-07-03,2025-09-18,1.99,17
1,Wireless Music Receiver,Stream music from your device to any speaker wirelessly.,2025-09-19,,19.99,49
1,Wine Decanter,Elegant glass decanter for aerating wine.,2025-07-28,2025-07-07,34.99,77
1,Chicken Broth,"Rich and flavorful chicken broth, great for soups.",2025-04-28,2025-09-07,2.49,87
1,Reusable Food Storage Bags,Eco-friendly silicone bags for food storage and snacks.,2025-04-02,2025-10-06,19.99,86
1,Caraway Rye Bread,Artisan bread with caraway seeds for added flavor.,2025-06-20,2025-07-23,4.79,69
1,Banana Nut Oatmeal Cups,"Quick oatmeal cups with banana and nut flavor, great for breakfast.",2025-01-29,2025-08-16,2.99,52
1,Chicken Parmesan Dinner Kit,"A complete meal kit containing breaded chicken breast, marinara sauce, and pasta, perfect for a quick dinner.",2025-04-24,2025-08-25,14.99,46
1,Electric Wine Opener,Rechargeable electric wine opener for effortless uncorking.,2025-06-11,2025-09-01,29.99,64
1,Cinnamon Apple Sauce,Delicious apple sauce with a hint of cinnamon,2025-07-10,,2.49,72
1,Classic Slim Fit Shirt,A tailored slim fit shirt for a polished look at work.,2025-05-26,2025-07-29,49.99,48
1,Party Mini Dress,"Eye-catching mini dress with sequins, ideal for party nights out.",2025-03-14,2025-07-07,69.99,2
1,Oversized Denim Shirt,A trendy oversized denim shirt perfect for layering.,2025-08-23,2025-10-14,49.99,76
1,Classic Chicken Noodle Soup,A comforting soup filled with chicken and noodles in broth.,2025-11-01,2025-10-18,3.49,71
1,Over-The-Door Shoe Organizer,Space-saving shoe organizer for tight spaces.,2025-09-09,2025-07-12,25.99,37
1,Coconut Curry Lentils,Lentils cooked in a coconut curry for a hearty meal.,2025-02-25,2025-10-07,5.79,18
1,Non-Toxic Crayons for Kids,Safe and vibrant crayons for children's art projects.,2025-06-19,2025-11-05,10.99,19
1,Waterproof Rain Boots,Stay dry with these stylish waterproof rain boots.,2025-01-28,2025-08-22,69.99,82
1,Cranberry Almond Cookies,Delicious cookies with cranberries and almonds in every bite.,2025-01-30,,4.29,74
1,Reflective Safety Vest,Bright safety vest for outdoor visibility during any activity.,2025-04-05,2025-09-02,19.99,72
1,Apple Cinnamon Breakfast Muffins,Delicious muffins filled with apples and a hint of cinnamon for breakfast.,2025-01-23,,3.49,74
1,Adjustable Pet Feeder,Convenient feeder that adjusts to your pet's height.,2025-07-30,2025-10-18,39.99,32
1,Spicy Italian Sausage,"Savory sausage with a blend of spices, perfect for pasta dishes.",2025-10-15,2025-10-20,4.99,5
1,Multi-Function Meat Tenderizer,Kitchen tool for tenderizing meat to enhance flavors.,2025-01-18,2025-09-27,19.99,92
1,Toasted Coconut Granola,"Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks.",2025-04-24,2025-11-04,4.99,5
1,Oven-Baked Parmesan Zucchini,"Frozen zucchini slices coated in parmesan cheese, perfect for baking or frying.",2024-12-17,2025-08-20,4.99,94
1,Spicy Avocado Salsa,"A zesty salsa made from ripe avocados, tomatoes, onions, and jalapeños, great for dipping or topping.",2025-08-02,2025-09-16,4.49,21
1,Noise Reduction Headphones,Passive noise reduction headphones for focus.,2025-06-13,2025-07-24,39.99,95
1,Coconut Milk Ice Cream,"Dairy-free ice cream made with coconut milk, creamy and delicious.",2025-08-09,2025-07-08,6.99,3
1,Creamy Tomato Basil Soup,"Rich and creamy tomato basil soup, perfect with a grilled cheese.",2025-10-30,2025-07-06,3.29,17
1,Miso Dressing,Flavorful dressing made with miso paste,2025-01-29,2025-10-31,3.49,78
1,Smoked Salmon,"Deliciously smoked salmon, great for bagels.",2025-02-28,2025-09-02,14.99,12
1,Thai Peanut Dressing,A creamy and tangy dressing perfect for salads or as a dipping sauce.,2025-05-28,2025-09-22,3.29,81
1,Smartphone Tripod with Remote,Adjustable tripod with remote shutter for smartphones.,2025-04-19,2025-10-26,29.99,51
1,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,2025-05-09,2025-08-22,129.99,57
1,Sweet Potato and Chickpea Bowl,A nourishing bowl of sweet potatoes and chickpeas with spices.,2025-04-06,2025-08-02,6.49,46
1,Coconut Curry Sauce,A flavorful sauce made with coconut milk and spices.,2025-06-20,2025-07-23,3.89,40
1,Basil Lemonade,Refreshing basil-infused lemonade for a cool drink.,2025-06-23,2025-10-11,2.99,75
1,Chocolate Hazelnut Spread,"A creamy spread made with chocolate and hazelnuts, perfect for toast.",2024-12-22,2025-07-12,5.99,39
1,Outdoor Adventure Backpack,Durable backpack for hiking or travel.,2025-10-05,2025-10-16,59.99,29
1,Laptop Sleeve,Padded laptop sleeve for protection against scratches.,2025-05-12,2025-07-06,24.99,15
1,Handmade Wooden Utensil Set,Unique handcrafted utensils for cooking and serving.,2025-09-09,2025-10-05,24.99,71
1,Patterned Knit Scarf,,2025-01-16,2025-09-27,25.99,36
1,Car Emergency Kit,Comprehensive emergency kit for roadside assistance.,2025-07-08,2025-07-31,49.99,28
1,Tomato Basil Soup,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",2024-11-18,2025-10-01,3.49,41
1,Automatic Pet Feeder,Programmable pet feeder for scheduled meals.,2025-07-15,2025-07-08,69.99,78
1,Dog Frisbee Toy,Durable and soft frisbee designed for dogs to play with.,2025-03-31,,10.99,25
1,Home Delivery Food Journal,Track your meals and nutrition with this handy food journal.,2025-09-16,2025-09-30,14.99,87
1,Fitness Foam Roller,High-density foam roller for muscle recovery.,2025-07-30,2025-08-02,29.99,50
1,Electric Nail File Kit,Professional-grade nail care set for manicures and pedicures.,2025-10-18,2025-10-31,34.99,21
1,Water Bottle with Built-in Fruit Infuser,Stay hydrated with refreshing flavored water.,2025-08-08,2025-09-24,18.99,14
1,High-Waisted Skirt,"Chic high-waisted skirt, perfect for professional or casual settings.",2025-07-02,,34.99,77
1,Sketchbook,,2025-04-27,2025-09-12,14.99,44
1,Dog Collar,Adjustable dog collar with personalized tags.,2025-07-23,2025-10-02,15.99,59
1,Tomato Paste,"Concentrated tomato paste, great for sauces.",2025-09-11,2025-09-12,1.29,42
1,Sushi Roll Kit,,2025-04-23,2025-07-16,9.99,48
1,Vegan Mayonnaise,Plant-based mayonnaise for a creamy taste.,2025-07-29,2025-09-01,4.49,78
1,Smartphone Photography Ring Light,Portable ring light that enhances your photos with perfect lighting.,2025-03-23,2025-08-28,29.99,62
1,Electric Toothbrush,Rechargeable electric toothbrush with smart timer.,2025-09-18,2025-10-21,49.95,70
1,Acoustic Guitar,Beginner-friendly acoustic guitar with natural finish.,2025-06-21,2025-10-22,199.99,52
1,Bluetooth Car Adapter,Connect your phone to the car's audio system via Bluetooth.,2025-01-07,2025-11-02,24.99,100
1,Woven Storage Baskets,Stylish baskets for organizing various items in your home.,2025-06-21,2025-07-14,24.99,28
1,Cheddar Cheese Slices,"Creamy cheddar cheese slices, perfect for sandwiches and snacks.",2024-11-24,2025-10-06,3.49,7
1,Granulated Sugar,Fine granulated sugar for all your baking needs.,2025-02-15,2025-10-12,2.49,6
1,Ethically-Sourced Coffee Beans,Freshly roasted coffee beans with rich flavor.,2025-03-15,,9.99,85
1,Chocolate Mint Thins,Mint-flavored chocolate candies for a refreshing treat.,2025-01-05,2025-10-21,2.99,76
1,Raspberry Vanilla Greek Yogurt,Creamy Greek yogurt infused with raspberry and vanilla flavors.,2025-03-28,2025-09-28,3.49,71
1,Personal Blender with Travel Lid,Blender designed for smoothies and shakes on the go.,2025-07-26,,34.99,100
1,Pineapple Teriyaki Chicken Mix,A perfect blend of pineapple and teriyaki for stir-fry.,2025-05-19,2025-07-23,6.99,8
1,LED Canopy Lights,Energy-efficient lights to illuminate outdoor areas.,2025-06-25,2025-10-22,29.99,21
1,Magnetic Chess Set,Portable chess set with magnetic pieces for travel.,2025-03-10,2025-09-03,19.99,49
1,Savory Snack Mix,"A mix of nuts, pretzels, and crackers, seasoned just right for snacking.",2025-09-12,2025-10-21,4.49,37
1,Fitness Mat,Thick and durable mat for workouts and yoga.,2024-11-09,2025-08-10,49.99,74
1,Kids' Dinosaur-Themed Lunchbox,Fun lunchbox for kids with a sturdy design.,2025-06-29,2025-09-01,19.99,78
